Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Cooler Master CM310 RGB Gaming Mouse,Sylar Gaming Solution,Rp399.000,1,5,https://www.tokopedia.com/sylargaming/cooler-master-cm310-rgb-gaming-mouse?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,gg
Logitech G304 Lightspeed Wireless - Hitam,Sylar Gaming Solution,Rp509.000,100+,5,https://www.tokopedia.com/sylargaming/logitech-g304-lightspeed-wireless-hitam?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Plug n play. Mantap || kabelnya transparan || Warbyasah
Logitech G Pro Wireless,Sylar Gaming Solution,Rp1.499.000,50+,5,https://www.tokopedia.com/sylargaming/logitech-g-pro-wireless?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Sesuai pesanan. Seller cepat, tanggap dan ramah. Bungkusan di bungkus rapi dengan bubble. Recommend seller. || gataw mau nulis apa, seller enak diajak chatnya, fast respon dah gitu aja sih || Secara ukuran seperti standard, gk kecil. Emang cari yg Wireless. Utk performance blm nyobain sendiri, tapi review2 sih ok semua. Seller responsive. Mantap"
Sades Headset Stand / Headphone Cradle - Blue,Sylar Gaming Solution,Rp145.000,5,4.8,https://www.tokopedia.com/sylargaming/sades-headset-stand-headphone-cradle-blue?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"yang ini agak rusak di kotaknya gan tp gpp brg aman || mantap gan, barang udah nyampe :) || Mantap jiwa, seller respon dengan baik,"
Rexus Arka II / Arka 2 RX107 Wireless Gaming Mouse - Hitam,Sylar Gaming Solution,Rp309.000,3,5,https://www.tokopedia.com/sylargaming/rexus-arka-ii-arka-2-rx107-wireless-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Pengiriman aman, puas sampai cepet, ga nyesel beli disini, service selalu terbaik❤️ sekali beli disini, ga akan ke toko lain"
Rexus Shaga RX130 Wireless Gaming Mouse with Charging Dock - Hitam,Sylar Gaming Solution,Rp389.000,-,-,https://www.tokopedia.com/sylargaming/rexus-shaga-rx130-wireless-gaming-mouse-with-charging-dock-hitam-1ddf4?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Fantech Aria XD7 Ultra-Lightweight Wireless Bluetooth Gaming Mouse - Putih,Sylar Gaming Solution,Rp899.000,11,5,https://www.tokopedia.com/sylargaming/fantech-aria-xd7-ultra-lightweight-wireless-bluetooth-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Mantep sih ukuran 680k, emang berasa berat dibanding lamzu tapi kalo kualitas semuanya sama bagusnya. minus mousefeetnya agak keset bagusnya ganti aja || Mouse paling best diharga nya sensor baru tracking jadi lebih enak cocok buat Apex, Overwatch 2, Warzone kualitas mousefeet cukup oke lumayan licin juga karena ini mou... || Pelayanannya sangat ramah, kualitas barang juga terjamin."
Logitech G Pro Hero 16k,Sylar Gaming Solution,Rp569.000,3,5,https://www.tokopedia.com/sylargaming/logitech-g-pro-hero-16k?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Razer DeathAdder V3 Pro Ultralight Wireless Gaming Mouse - Hitam,Sylar Gaming Solution,Rp2.399.000,27,5,https://www.tokopedia.com/sylargaming/razer-deathadder-v3-pro-ultralight-wireless-gaming-mouse-hitam?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Pelayanan admin cepat, barang ok sesuai deskripsi.. bonusnya keychain || mantep banget pokoknya, best ergo of the year || Respon cepat dan recomended"
Razer Viper V2 Pro Ultra Lightweight Wireless Gaming Mouse - Putih,Sylar Gaming Solution,Rp2.299.000,18,5,https://www.tokopedia.com/sylargaming/razer-viper-v2-pro-ultra-lightweight-wireless-gaming-mouse-putih?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Barang sudah sampai dengan selamat, pengiriman cepat, packing rapih, aman. Admin sudah pasti sangat responsif dan ramah. Setelah pemakaian kurang lebih 2 hari, mouse enak... || Recommended 👍👍 Chat ramah dan tanggap, proses dan pengiriman cepet banget dipaking aman. Barang ori segel garansi resmi sudah dicoba muantapp jaya. Terima kasih pel... || barang sempat mengalami masalah tapi langsung diganti dengan yang baru thank you"
Pulsar X2 V2 Mini Ultra-lightweight Wireless Gaming Mouse - Putih,Sylar Gaming Solution,Rp1.545.000,-,-,https://www.tokopedia.com/sylargaming/pulsar-x2-v2-mini-ultra-lightweight-wireless-gaming-mouse-putih-fcb37?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Glorious Series One Pro Hyperlight Wireless Gaming Mouse - Centauri Red,Sylar Gaming Solution,Rp1.319.000,-,-,https://www.tokopedia.com/sylargaming/glorious-series-one-pro-hyperlight-wireless-gaming-mouse-centauri-red-83de9?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Razer Basilisk V3 X Hyperspeed RGB Wireless Gaming Mouse,Sylar Gaming Solution,Rp1.180.000,4,5,https://www.tokopedia.com/sylargaming/razer-basilisk-v3-x-hyperspeed-rgb-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Asus ROG Harpe Ace Aim Lab Edition Wireless Gaming Mouse,Sylar Gaming Solution,Rp1.999.000,-,-,https://www.tokopedia.com/sylargaming/asus-rog-harpe-ace-aim-lab-edition-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
SteelSeries Aerox 3 Gaming Mouse,Sylar Gaming Solution,Rp1.149.000,25,5,https://www.tokopedia.com/sylargaming/steelseries-aerox-3-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"penjual fast response, pengiriman tepat waktu, barang sangat dalam kondisi baik dan berfungsi dengan baik, rekomen || mantap || Terbaik, barang juga mantab, seller sangat ramah dan membantu sekali, top 👍👏"
"Ajazz AJ139 Pro Ultra-Lightweight Wireless Gaming Mouse - Merah, Mouse Only",Sylar Gaming Solution,Rp499.000,4,5,https://www.tokopedia.com/sylargaming/ajazz-aj139-pro-ultra-lightweight-wireless-gaming-mouse-merah-mouse-only-c1cbc?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,Mantap sesuai deskripsi gada minus
Digital Alliance Luna Sport RGB Gaming Mouse,Sylar Gaming Solution,Rp235.000,-,-,https://www.tokopedia.com/sylargaming/digital-alliance-luna-sport-rgb-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Endgame Gear XM1 RGB Gaming Mouse - Dark Reflex,Sylar Gaming Solution,Rp490.000,13,4.8,https://www.tokopedia.com/sylargaming/endgame-gear-xm1-rgb-gaming-mouse-dark-reflex?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"sampai dengan aman, mungkin buat yang ga terlalu suka mouse yang clickingnya kenceng suaranya krang cocok ya tapi overall nice product seller jga respon cepat || terbaik memang ini mouse. built quality nya bagus banget || faat respon begitu di chat pwngiriman gak nhampr 2 jam kl pake gojek mantap deh"
Pulsar X2 Mini Boardzy Zebra Lightweight Wireless Gaming Mouse,Sylar Gaming Solution,Rp1.698.000,1,5,https://www.tokopedia.com/sylargaming/pulsar-x2-mini-boardzy-zebra-lightweight-wireless-gaming-mouse?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"produknya bagus, build quality solid, spek gahar, tampilan mewah, ringan dan pas ditangan, respon cepat, packing aman menggunakan bubble wrap tebal, BNIB dus dan produkny..."
E-YOOSO X6 / X-6 Black RGB Symmetrical Gaming Mouse,Sylar Gaming Solution,Rp185.000,1 barang berhasil terjual,-,https://www.tokopedia.com/sylargaming/e-yooso-x6-x-6-black-rgb-symmetrical-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Lamzu Atlantis OG V2 Pro Superlight Wireless Gaming Mouse - Miami Blue,Sylar Gaming Solution,Rp1.549.000,1 barang berhasil terjual,-,https://www.tokopedia.com/sylargaming/lamzu-atlantis-og-v2-pro-superlight-wireless-gaming-mouse-miami-blue-90138?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
Pulsar X2 Mini RandomFrankP Topaz Lightweight Wireless Gaming Mouse,Sylar Gaming Solution,Rp1.698.000,-,-,https://www.tokopedia.com/sylargaming/pulsar-x2-mini-randomfrankp-topaz-lightweight-wireless-gaming-mouse?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Rexus G23 / G-23 Xierra Wired RGB Gaming Mouse - Hitam,Sylar Gaming Solution,Rp95.000,1,4,https://www.tokopedia.com/sylargaming/rexus-g23-g-23-xierra-wired-rgb-gaming-mouse-hitam?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,Nyaman dan praktis tinggal plug and play Best value mouse Ukuran mouse pas ditangan.
Steelseries Sensei 310,Sylar Gaming Solution,Rp750.000,40+,4.8,https://www.tokopedia.com/sylargaming/steelseries-sensei-310?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Mantap maen cs go headshot terusss Jng lupa beli sepeda di Twinsbikecibinong ganssss || Barang sesuai gambar, cuman notifikasi aplikasi sama proses pengiriman telat di aplikasi sama aslinya. || pengiriman lama. udh pilih ONS minggu kirim nya selasa siang. untuk barang oke"
Vancer Gamini Pollux Super-Lightweight Wireless Gaming Mouse,Sylar Gaming Solution,Rp1.298.000,-,-,https://www.tokopedia.com/sylargaming/vancer-gamini-pollux-super-lightweight-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,
PWNAGE Trinity CF Sakura Samurai 8K Ultra-lightweight Wireless Gaming Mouse,Sylar Gaming Solution,Rp2.887.000,-,-,https://www.tokopedia.com/sylargaming/pwnage-trinity-cf-sakura-samurai-8k-ultra-lightweight-wireless-gaming-mouse-1729818180434626174?extParam=whid%3D410212%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,
Fantech Venom II WGC2 / WGC-2 Wireless RGB Gaming Mouse - Merah Muda,Sylar Gaming Solution,Rp159.000,8,5,https://www.tokopedia.com/sylargaming/fantech-venom-ii-wgc2-wgc-2-wireless-rgb-gaming-mouse-merah-muda?extParam=src%3Dshop%26whid%3D410212&aff_unique_id=&channel=others&chain_key=,"Ukuran mouse pas ditangan. Best value mouse Nyaman dan praktis tinggal plug and play || Best budged mouse di kelasnya || mantap gan, semoga awet"
